uid,lexicon,pos,label,lemma,strength,source,isbase,exclude
involuntary=>involuntary=>a,involuntary,a,n,involuntary,w,mpqa+liu,t,
auspicious=>auspicious=>a,auspicious,a,p,auspicious,s,mpqa+liu,t,
affability=>affability=>n,affability,n,p,affability,w,mpqa+liu,t,
vanity=>vanity=>n,vanity,n,n,vanity,w,mpqa+liu,t,
dignity=>dignity=>n,dignity,n,p,dignity,s,mpqa+liu,t,
repudiate=>repudiate=>v,repudiate,v,n,repudiate,s,mpqa+liu,t,
deaf=>deaf=>a,deaf,a,n,deaf,w,mpqa+liu,t,
dead=>dead=>a,dead,a,n,dead,w,mpqa+liu,t,
revel=>revel=>v,revel,v,p,revel,s,mpqa+liu,t,
revel=>revel=>n,revel,n,p,revel,s,mpqa+liu,t,
aggravation=>aggravation=>n,aggravation,n,n,aggravation,s,mpqa+liu,t,
flounder=>flounder=>v,flounder,v,n,flounder,s,mpqa+liu,t,
plot=>plot=>v,plot,v,n,plot,s,mpqa+liu,t,
burn=>burn=>v,burn,v,n,burn,s,mpqa+liu,t,
overkill=>overkill=>n,overkill,n,n,overkill,s,mpqa+liu,t,
refined=>refined=>a,refined,a,p,refined,w,mpqa+liu,t,
starve=>starve=>v,starve,v,n,starve,w,mpqa+liu+afinn,t,
amazingly=>amazingly=>o,amazingly,r,p,amazingly,s,mpqa,t,
wretch=>wretch=>n,wretch,n,n,wretch,s,mpqa+liu,t,
embroil=>embroil=>v,embroil,v,n,embroil,s,mpqa+liu,t,
motivate=>motivate=>v,motivate,v,p,motivate,s,mpqa+afinn,t,
delight=>delight=>n,delight,n,p,delight,s,mpqa+liu+afinn,t,
failing=>failing=>n,failing,n,n,failing,s,mpqa+liu+afinn,t,
annoyance=>annoyance=>n,annoyance,n,n,annoyance,s,mpqa+liu+afinn,t,
failure=>failure=>a,failure,a,n,failure,w,mpqa,t,
blindness=>blindness=>a,blindness,a,n,blindness,w,mpqa,t,
surrender=>surrender=>a,surrender,a,n,surrender,w,mpqa,t,
surprising=>surprising=>o,surprising,o,o,surprising,s,mpqa,t,
afflictive=>afflictive=>a,afflictive,a,n,afflictive,s,mpqa,t,
horrifying=>horrifying=>o,horrifying,o,n,horrifying,s,mpqa,t,
propaganda=>propaganda=>a,propaganda,a,n,propaganda,s,mpqa,t,
ingenuously=>ingenuously=>r,ingenuously,r,p,ingenuously,s,mpqa,t,
covert=>covert=>a,covert,a,o,covert,w,mpqa,t,
sticky=>sticky=>a,sticky,a,n,sticky,w,mpqa,t,
cure-all=>cure-all=>a,cure-all,a,p,cure-all,s,mpqa,t,
cure-all=>cure-all=>n,cure-all,n,p,cure-all,s,mpqa,t,
mediocre=>mediocre=>a,mediocre,a,n,mediocre,s,mpqa,t,
polarisation=>polarisation=>a,polarisation,a,n,polarisation,s,mpqa,t,
polarisation=>polarisation=>n,polarisation,n,n,polarisation,s,mpqa,t,
authoritative=>authoritative=>a,authoritative,a,p,authoritative,w,mpqa,t,
disaccord=>disaccord=>n,disaccord,n,n,disaccord,s,mpqa,t,
willful=>willful=>a,willful,a,p,willful,s,mpqa,t,
maledict=>maledict=>n,maledict,n,n,maledict,s,mpqa,t,
maledict=>maledict=>v,maledict,v,n,maledict,s,mpqa,t,
tardy=>tardy=>a,tardy,a,n,tardy,w,mpqa,t,
clear-cut=>clear-cut=>a,clear-cut,a,p,clear-cut,s,mpqa,t,
felt=>felt=>v,felt,v,o,felt,s,mpqa,t,
partiality=>partiality=>a,partiality,a,n,partiality,s,mpqa,t,
trepidation=>trepidation=>n,trepidation,n,p,trepidation,s,mpqa,t,
fell=>fell=>a,fell,a,n,fell,s,mpqa,t,
magnificence=>magnificence=>o,magnificence,o,p,magnificence,s,mpqa,t,
inimically=>inimically=>r,inimically,r,n,inimically,s,mpqa,t,
luckier=>luckier=>a,luckier,a,p,luckier,s,mpqa,t,
luckier=>luckier=>n,luckier,n,p,luckier,s,mpqa,t,
overdue=>overdue=>a,overdue,a,n,overdue,s,mpqa,t,
befriend=>befriend=>v,befriend,v,p,befriend,s,mpqa,t,
vestiges=>vestiges=>a,vestiges,a,n,vestiges,s,mpqa,t,
vestiges=>vestige=>n,vestiges,n,n,vestige,s,mpqa,f,
mild=>mild=>a,mild,a,p,mild,w,mpqa,t,
resourceful=>resourceful=>a,resourceful,a,p,resourceful,s,mpqa,t,
deceitful=>deceitful=>o,deceitful,o,n,deceitful,s,mpqa,t,
educable=>educable=>a,educable,a,p,educable,w,mpqa,t,
swoon=>swoon=>v,swoon,v,n,swoon,w,mpqa,t,
sufferer=>sufferer=>n,sufferer,n,n,sufferer,s,mpqa,t,
disgusting=>disgusting=>o,disgusting,o,n,disgusting,s,mpqa,t,
sovereignty=>sovereignty=>a,sovereignty,a,o,sovereignty,w,mpqa,t,
sovereignty=>sovereignty=>n,sovereignty,n,o,sovereignty,w,mpqa,t,
friction=>friction=>a,friction,a,n,friction,s,mpqa,t,
pious=>pious=>a,pious,a,p,pious,s,mpqa,t,
dim=>dim=>a,dim,a,n,dim,s,mpqa,t,
dim=>dim=>o,dim,o,n,dim,w,mpqa,t,
din=>din=>n,din,n,n,din,w,mpqa,t,
dig=>dig=>n,dig,n,n,dig,w,mpqa,t,
dig=>dig=>v,dig,v,p,dig,w,mpqa,t,
olympic=>olympic=>a,olympic,a,o,olympic,w,mpqa,t,
ill-conceived=>ill-conceived=>a,ill-conceived,a,n,ill-conceived,s,mpqa,t,
sneakily=>sneakily=>r,sneakily,r,n,sneakily,w,mpqa,t,
inconsequential=>inconsequential=>a,inconsequential,a,n,inconsequential,s,mpqa,t,
bombardment=>bombardment=>a,bombardment,a,n,bombardment,s,mpqa,t,
favour=>favour=>n,favour,n,p,favour,s,mpqa,t,
reunite=>reunite=>v,reunite,v,p,reunite,w,mpqa,t,
suspect=>suspect=>a,suspect,a,n,suspect,w,mpqa,t,
err=>err=>v,err,v,n,err,s,mpqa+liu,t,
immorality=>immorality=>n,immorality,n,n,immorality,s,mpqa+liu,t,
propaganda=>propaganda=>n,propaganda,n,n,propaganda,s,mpqa+liu+afinn,t,
surrender=>surrender=>n,surrender,n,n,surrender,w,mpqa+liu,t,
atrocities=>atrocity=>n,atrocities,n,n,atrocity,s,mpqa+liu,f,
relieve=>relieve=>v,relieve,v,p,relieve,w,mpqa+afinn,t,
classic=>classic=>n,classic,n,p,classic,w,mpqa+liu,t,
revitalize=>revitalize=>v,revitalize,v,p,revitalize,w,mpqa+liu,t,
graft=>graft=>n,graft,n,n,graft,w,mpqa+liu,t,
discriminate=>discriminate=>v,discriminate,v,n,discriminate,w,mpqa+liu,t,
excel=>excel=>v,excel,v,p,excel,s,mpqa+liu,t,
partiality=>partiality=>n,partiality,n,n,partiality,s,mpqa+liu,t,
pertinaciously=>pertinaciously=>r,pertinaciously,r,n,pertinaciously,s,mpqa+liu,t,
revoke=>revoke=>v,revoke,v,n,revoke,w,mpqa+liu,t,
abundant=>abundant=>a,abundant,a,p,abundant,w,mpqa+liu,t,
amaze=>amaze=>v,amaze,v,p,amaze,s,mpqa+liu+afinn,t,
prettily=>prettily=>o,prettily,r,p,prettily,s,mpqa,t,
excellence=>excellence=>n,excellence,n,p,excellence,s,mpqa+liu+afinn,t,
unpleasant=>unpleasant=>a,unpleasant,a,n,unpleasant,s,mpqa+liu,t,
friction=>friction=>n,friction,n,n,friction,s,mpqa+liu,t,
uneventful=>uneventful=>a,uneventful,a,n,uneventful,w,mpqa+liu,t,
excellency=>excellency=>n,excellency,n,p,excellency,s,mpqa+liu,t,
suspect=>suspect=>n,suspect,n,n,suspect,w,mpqa+liu+afinn,t,
grimace=>grimace=>v,grimace,v,n,grimace,s,mpqa+liu,t,
unexpected=>unexpected=>a,unexpected,a,n,unexpected,w,mpqa+liu,t,
inconsiderately=>inconsiderately=>r,inconsiderately,r,n,inconsiderately,s,mpqa+liu,t,
bombardment=>bombardment=>n,bombardment,n,n,bombardment,s,mpqa+liu,t,
suicide=>suicide=>n,suicide,n,n,suicide,w,mpqa+liu+afinn,t,
drunkard=>drunkard=>n,drunkard,n,n,drunkard,s,mpqa+liu,t,
failure=>failure=>n,failure,n,n,failure,w,mpqa+liu+afinn,t,
misread=>misread=>v,misread,v,n,misread,s,mpqa+liu+afinn,t,
extemporize=>extemporize=>v,extemporize,v,o,extemporize,s,mpqa,t,
guardian=>guardian=>n,guardian,n,p,guardian,w,mpqa,t,
detest=>detest=>v,detest,v,n,detest,s,mpqa,t,
deceit=>deceit=>n,deceit,n,n,deceit,s,mpqa,t,
exploitation=>exploitation=>a,exploitation,a,n,exploitation,s,mpqa,t,
drab=>drab=>a,drab,a,n,drab,s,mpqa,t,
draconic=>draconic=>a,draconic,a,n,draconic,s,mpqa,t,
breathtaking=>breathtaking=>a,breathtaking,a,p,breathtaking,s,mpqa,t,
insolent=>insolent=>a,insolent,a,n,insolent,s,mpqa,t,
hardier=>hardier=>a,hardier,a,p,hardier,s,mpqa,t,
hardier=>hardier=>n,hardier,n,p,hardier,s,mpqa,t,
sympathetic=>sympathetic=>a,sympathetic,a,n,sympathetic,s,mpqa,t,
sympathetic=>sympathetic=>n,sympathetic,n,n,sympathetic,s,mpqa,t,
intensively=>intensively=>r,intensively,r,o,intensively,w,mpqa,t,
licentious=>licentious=>a,licentious,a,n,licentious,s,mpqa,t,
joyous=>joyous=>o,joyous,o,p,joyous,s,mpqa,t,
travesty=>travesty=>n,travesty,n,n,travesty,s,mpqa,t,
acceptable=>acceptable=>a,acceptable,a,p,acceptable,w,mpqa,t,
deformed=>deformed=>a,deformed,a,n,deformed,w,mpqa,t,
impel=>impel=>v,impel,v,p,impel,s,mpqa,t,
growing=>growing=>a,growing,a,o,growing,w,mpqa,t,
cost-saving=>cost-saving=>a,cost-saving,a,p,cost-saving,w,mpqa,t,
crazy=>crazy=>o,crazy,o,n,crazy,s,mpqa,t,
grouchy=>grouchy=>a,grouchy,a,n,grouchy,s,mpqa,t,
confused=>confused=>o,confused,o,n,confused,s,mpqa,t,
overzealous=>overzealous=>a,overzealous,a,n,overzealous,s,mpqa,t,
battered=>battered=>a,battered,a,n,battered,w,mpqa,t,
accordantly=>accordantly=>r,accordantly,r,p,accordantly,w,mpqa,t,
inundated=>inundated=>o,inundated,o,n,inundated,s,mpqa,t,
pine=>pine=>v,pine,v,n,pine,s,mpqa,t,
swore=>swear=>v,swore,v,n,swear,s,mpqa,f,
irreverent=>irreverent=>a,irreverent,a,n,irreverent,s,mpqa,t,
sworn=>sworn=>a,sworn,a,p,sworn,s,mpqa,t,
mar=>mar=>n,mar,n,n,mar,s,mpqa,t,
critics=>critics=>a,critics,a,n,critics,s,mpqa,t,
praiseworthy=>praiseworthy=>a,praiseworthy,a,p,praiseworthy,s,mpqa,t,
sustainability=>sustainability=>a,sustainability,a,p,sustainability,w,mpqa,t,
mad=>mad=>a,mad,a,n,mad,s,mpqa,t,
aimless=>aimless=>a,aimless,a,n,aimless,s,mpqa,t,
maybe=>maybe=>o,maybe,o,o,maybe,s,mpqa,t,
fluent=>fluent=>a,fluent,a,p,fluent,w,mpqa,t,
thorny=>thorny=>a,thorny,a,n,thorny,s,mpqa,t,
thorny=>thorny=>n,thorny,n,n,thorny,s,mpqa,t,
imprecision=>imprecision=>a,imprecision,a,n,imprecision,w,mpqa,t,
tall=>tall=>a,tall,a,o,tall,w,mpqa,t,
cute=>cute=>a,cute,a,p,cute,s,mpqa,t,
fatuity=>fatuity=>n,fatuity,n,n,fatuity,s,mpqa,t,
shaky=>shaky=>a,shaky,a,n,shaky,w,mpqa,t,
wishing=>wishing=>a,wishing,a,p,wishing,s,mpqa,t,
wishing=>wishing=>n,wishing,n,p,wishing,s,mpqa,t,
stability=>stability=>a,stability,a,p,stability,w,mpqa,t,
spookier=>spookier=>a,spookier,a,n,spookier,s,mpqa,t,
interesting=>interesting=>o,interesting,o,p,interesting,s,mpqa,t,
views=>views=>a,views,a,o,views,s,mpqa,t,
views=>view=>n,views,n,o,view,s,mpqa,f,
disbelieve=>disbelieve=>v,disbelieve,v,n,disbelieve,s,mpqa+liu+afinn,t,
swagger=>swagger=>v,swagger,v,n,swagger,s,mpqa+liu,t,
wail=>wail=>v,wail,v,n,wail,s,mpqa+liu,t,
involuntarily=>involuntarily=>r,involuntarily,r,n,involuntarily,w,mpqa+liu,t,
superstition=>superstition=>n,superstition,n,n,superstition,s,mpqa+liu,t,
ingenuous=>ingenuous=>a,ingenuous,a,p,ingenuous,s,mpqa+liu,t,
critics=>critic=>n,critics,n,n,critic,s,mpqa+liu+afinn,f,
exploitation=>exploitation=>n,exploitation,n,n,exploitation,s,mpqa+liu,t,
discontentedly=>discontentedly=>r,discontentedly,r,n,discontentedly,s,mpqa+liu,t,
surmount=>surmount=>v,surmount,v,p,surmount,s,mpqa+liu,t,
dishonestly=>dishonestly=>o,dishonestly,r,n,dishonestly,s,mpqa,t,
rigid=>rigid=>a,rigid,a,n,rigid,w,mpqa+liu,t,
demolish=>demolish=>v,demolish,v,n,demolish,w,mpqa+liu,t,
hubris=>hubris=>n,hubris,n,n,hubris,s,mpqa+liu,t,
sour=>sour=>a,sour,a,n,sour,w,mpqa+liu,t,
deceive=>deceive=>v,deceive,v,n,deceive,s,mpqa+liu+afinn,t,
craze=>craze=>n,craze,n,n,craze,s,mpqa+liu,t,
pure=>pure=>a,pure,a,p,pure,w,mpqa+liu,t,
mar=>mar=>v,mar,v,n,mar,s,mpqa+liu,t,
travesty=>travesty=>v,travesty,v,n,travesty,s,mpqa+liu+afinn,t,
destructive=>destructive=>a,destructive,a,n,destructive,s,mpqa+liu,t,
infallibility=>infallibility=>n,infallibility,n,p,infallibility,s,mpqa+liu,t,
purify=>purify=>v,purify,v,p,purify,w,mpqa+liu,t,
loathly=>loathly=>o,loathly,r,n,loathly,s,mpqa,t,
bungle=>bungle=>v,bungle,v,n,bungle,s,mpqa+liu,t,
stability=>stability=>n,stability,n,p,stability,w,mpqa+liu,t,
shake=>shake=>v,shake,v,n,shake,w,mpqa+liu,t,
irresolute=>irresolute=>a,irresolute,a,n,irresolute,s,mpqa+liu,t,
incoherence=>incoherence=>n,incoherence,n,n,incoherence,s,mpqa+liu,t,
farce=>farce=>n,farce,n,n,farce,s,mpqa+liu+afinn,t,
aspirations=>aspirations=>a,aspirations,a,p,aspirations,s,mpqa,t,
feverish=>feverish=>a,feverish,a,n,feverish,w,mpqa,t,
richly=>richly=>r,richly,r,p,richly,s,mpqa,t,
preaching=>preaching=>a,preaching,a,p,preaching,s,mpqa,t,
preaching=>preaching=>n,preaching,n,p,preaching,s,mpqa,t,
aloof=>aloof=>a,aloof,a,n,aloof,s,mpqa,t,
interference=>interference=>a,interference,a,n,interference,w,mpqa,t,
imperative=>imperative=>a,imperative,a,o,imperative,s,mpqa,t,
correct=>correct=>o,correct,o,p,correct,w,mpqa,t,
assurance=>assurance=>a,assurance,a,p,assurance,w,mpqa,t,
self-determination=>self-determination=>a,self-determination,a,p,self-determination,s,mpqa,t,
hefty=>hefty=>a,hefty,a,o,hefty,w,mpqa,t,
miscreants=>miscreant=>n,miscreants,n,n,miscreant,s,mpqa,f,
desultory=>desultory=>a,desultory,a,n,desultory,s,mpqa,t,
frequent=>frequent=>a,frequent,a,o,frequent,w,mpqa,t,
dungeons=>dungeons=>a,dungeons,a,n,dungeons,s,mpqa,t,
scandalized=>scandalized=>a,scandalized,a,n,scandalized,s,mpqa,t,
long=>long=>v,long,v,n,long,s,mpqa,t,
quasi-ally=>quasi-ally=>a,quasi-ally,a,p,quasi-ally,s,mpqa,t,
quasi-ally=>quasi-ally=>n,quasi-ally,n,p,quasi-ally,s,mpqa,t,
little=>little=>a,little,a,n,little,s,mpqa,t,
murky=>murky=>a,murky,a,n,murky,w,mpqa,t,
autocrat=>autocrat=>n,autocrat,n,n,autocrat,s,mpqa,t,
lambaste=>lambaste=>v,lambaste,v,n,lambaste,s,mpqa,t,
fiery=>fiery=>a,fiery,a,p,fiery,w,mpqa,t,
gaudy=>gaudy=>a,gaudy,a,n,gaudy,s,mpqa,t,
smoke=>smoke=>v,smoke,v,n,smoke,w,liu,t,
continuous=>continuous=>a,continuous,a,o,continuous,w,mpqa,t,
accurately=>accurately=>a,accurately,a,p,accurately,w,mpqa,t,
cleanse=>cleanse=>v,cleanse,v,p,cleanse,w,mpqa,t,
raptureous=>raptureous=>a,raptureous,a,p,raptureous,s,mpqa,t,
doddering=>doddering=>a,doddering,a,n,doddering,s,mpqa,t,
full-fledged=>full-fledged=>a,full-fledged,a,p,full-fledged,w,mpqa,t,
gigantic=>gigantic=>a,gigantic,a,o,gigantic,w,mpqa,t,
kingmaker=>kingmaker=>n,kingmaker,n,p,kingmaker,s,mpqa,t,
tantalize=>tantalize=>v,tantalize,v,p,tantalize,w,mpqa,t,
hard-hit=>hard-hit=>a,hard-hit,a,n,hard-hit,w,mpqa,t,
dash=>dash=>v,dash,v,n,dash,w,mpqa,t,
incontestable=>incontestable=>a,incontestable,a,p,incontestable,s,mpqa,t,
conspiracy=>conspiracy=>a,conspiracy,a,n,conspiracy,w,mpqa,t,
inadverent=>inadverent=>a,inadverent,a,n,inadverent,w,mpqa,t,
potential=>potential=>a,potential,a,p,potential,w,mpqa,t,
potential=>potential=>n,potential,n,p,potential,w,mpqa,t,
pain=>pain=>a,pain,a,n,pain,s,mpqa,t,
normal=>normal=>a,normal,a,p,normal,w,mpqa,t,
assault=>assault=>a,assault,a,n,assault,w,mpqa,t,
complaints=>complaints=>a,complaints,a,n,complaints,s,mpqa,t,
well-intentioned=>well-intentioned=>a,well-intentioned,a,p,well-intentioned,s,mpqa,t,
hardships=>hardships=>a,hardships,a,n,hardships,s,mpqa,t,
conspicuous=>conspicuous=>n,conspicuous,n,n,conspicuous,s,mpqa,t,
incisive=>incisive=>a,incisive,a,p,incisive,s,mpqa,t,
resignation=>resignation=>n,resignation,n,n,resignation,w,mpqa+liu,t,
killer=>killer=>n,killer,n,n,killer,w,mpqa+liu,t,
shatter=>shatter=>v,shatter,v,n,shatter,s,mpqa+liu,t,
sarcastic=>sarcastic=>a,sarcastic,a,n,sarcastic,s,mpqa+liu,t,
misgivings=>misgiving=>n,misgivings,n,n,misgiving,s,mpqa+liu,f,
careless=>careless=>a,careless,a,n,careless,s,mpqa+liu,t,
abnormal=>abnormal=>a,abnormal,a,n,abnormal,w,mpqa+liu,t,
impurity=>impurity=>n,impurity,n,n,impurity,s,mpqa+liu,t,
interference=>interference=>n,interference,n,n,interference,w,mpqa+liu,t,
dominate=>dominate=>v,dominate,v,n,dominate,w,mpqa+liu,t,
correct=>correct=>a,correct,a,p,correct,w,mpqa+liu,t,
assurance=>assurance=>n,assurance,n,p,assurance,w,mpqa+liu,t,
conspiracy=>conspiracy=>n,conspiracy,n,n,conspiracy,w,mpqa+liu+afinn,t,
monster=>monster=>n,monster,n,n,monster,s,mpqa+liu,t,
dehumanization=>dehumanization=>n,dehumanization,n,n,dehumanization,s,mpqa+liu,t,
invalidity=>invalidity=>n,invalidity,n,n,invalidity,s,mpqa+liu,t,
dungeons=>dungeon=>n,dungeons,n,n,dungeon,s,mpqa+liu,f,
incompetently=>incompetently=>r,incompetently,r,n,incompetently,s,mpqa+liu,t,
thoughtless=>thoughtless=>a,thoughtless,a,n,thoughtless,s,mpqa+liu,t,
daunt=>daunt=>v,daunt,v,n,daunt,s,mpqa+liu,t,
bloodshed=>bloodshed=>n,bloodshed,n,n,bloodshed,s,mpqa+liu,t,
inefficient=>inefficient=>a,inefficient,a,n,inefficient,w,mpqa+liu,t,
capsize=>capsize=>v,capsize,v,n,capsize,w,mpqa+liu,t,
improbability=>improbability=>n,improbability,n,n,improbability,s,mpqa+liu,t,
pain=>pain=>n,pain,n,n,pain,s,mpqa+liu+afinn,t,
sulk=>sulk=>v,sulk,v,n,sulk,s,mpqa+liu,t,
glibly=>glibly=>r,glibly,r,n,glibly,s,mpqa+liu,t,
efficient=>efficient=>a,efficient,a,p,efficient,w,mpqa+liu,t,
isolate=>isolate=>v,isolate,v,n,isolate,w,mpqa+liu,t,
acumen=>acumen=>n,acumen,n,p,acumen,s,mpqa+liu,t,
insanity=>insanity=>n,insanity,n,n,insanity,s,mpqa+liu+afinn,t,
pain=>pain=>v,pain,v,n,pain,w,mpqa+liu,t,
assuredly=>assuredly=>o,assuredly,r,p,assuredly,s,mpqa,t,
assault=>assault=>n,assault,n,n,assault,w,mpqa+liu,t,
supremely=>supremely=>r,supremely,r,p,supremely,s,mpqa+liu,t,
hardships=>hardship=>n,hardships,n,n,hardship,s,mpqa+liu,f,
conspicuous=>conspicuous=>a,conspicuous,a,n,conspicuous,s,mpqa+liu,t,
inaction=>inaction=>n,inaction,n,n,inaction,w,mpqa+liu+afinn,t,
pernicious=>pernicious=>a,pernicious,a,n,pernicious,s,mpqa,t,
massacres=>massacre=>n,massacres,n,n,massacre,s,mpqa,f,
scowl=>scowl=>n,scowl,n,n,scowl,s,mpqa,t,
iniquitous=>iniquitous=>a,iniquitous,a,n,iniquitous,s,mpqa,t,
show=>show=>o,show,o,o,show,w,mpqa,t,
elevate=>elevate=>v,elevate,v,p,elevate,w,mpqa,t,
treasure=>treasure=>v,treasure,v,p,treasure,s,mpqa,t,
impunity=>impunity=>a,impunity,a,n,impunity,w,mpqa,t,
black=>black=>a,black,a,n,black,w,mpqa,t,
disconcerting=>disconcerting=>o,disconcerting,o,n,disconcerting,s,mpqa,t,
awareness=>awareness=>n,awareness,n,o,awareness,s,mpqa,t,
exaggeration=>exaggeration=>a,exaggeration,a,n,exaggeration,s,mpqa,t,
lionhearted=>lionhearted=>a,lionhearted,a,p,lionhearted,s,mpqa,t,
distinctly=>distinctly=>a,distinctly,a,o,distinctly,w,mpqa,t,
gem=>gem=>a,gem,a,p,gem,w,mpqa,t,
beseech=>beseech=>v,beseech,v,n,beseech,s,mpqa,t,
sickly=>sickly=>r,sickly,r,n,sickly,s,mpqa,t,
stupid=>stupid=>o,stupid,o,n,stupid,s,mpqa,t,
worrying=>worrying=>o,worrying,o,n,worrying,s,mpqa,t,
honesty=>honesty=>a,honesty,a,p,honesty,s,mpqa,t,
stigma=>stigma=>v,stigma,v,n,stigma,s,mpqa,t,
wonder=>wonder=>o,wonder,o,p,wonder,s,mpqa,t,
full-blown=>full-blown=>a,full-blown,a,n,full-blown,w,mpqa,t,
satisfying=>satisfying=>a,satisfying,a,p,satisfying,w,mpqa,t,
steadfast=>steadfast=>a,steadfast,a,p,steadfast,s,mpqa,t,
enough=>enough=>o,enough,o,o,enough,w,mpqa,t,
gaga=>gaga=>o,gaga,o,n,gaga,s,mpqa,t,
oversized=>oversized=>a,oversized,a,n,oversized,w,mpqa,t,
affordable=>affordable=>a,affordable,a,p,affordable,w,mpqa,t,
legitimacy=>legitimacy=>n,legitimacy,n,p,legitimacy,w,mpqa,t,
self-humiliation=>self-humiliation=>a,self-humiliation,a,n,self-humiliation,s,mpqa,t,
self-humiliation=>self-humiliation=>n,self-humiliation,n,n,self-humiliation,s,mpqa,t,
inanely=>inanely=>r,inanely,r,n,inanely,s,mpqa,t,
indelicate=>indelicate=>a,indelicate,a,n,indelicate,s,mpqa,t,
disappointment=>disappointment=>a,disappointment,a,n,disappointment,s,mpqa,t,
cognizance=>cognizance=>a,cognizance,a,o,cognizance,w,mpqa,t,
cognizance=>cognizance=>n,cognizance,n,o,cognizance,w,mpqa,t,
accusation=>accusation=>a,accusation,a,n,accusation,s,mpqa,t,
importunate=>importunate=>a,importunate,a,n,importunate,s,mpqa,t,
laudable=>laudable=>o,laudable,o,p,laudable,s,mpqa,t,
sensible=>sensible=>o,sensible,o,p,sensible,s,mpqa,t,
corrective=>corrective=>a,corrective,a,o,corrective,w,mpqa,t,
dependable=>dependable=>a,dependable,a,p,dependable,w,mpqa,t,
capably=>capably=>a,capably,a,p,capably,w,mpqa,t,
devilish=>devilish=>a,devilish,a,n,devilish,s,mpqa,t,
workable=>workable=>a,workable,a,p,workable,s,mpqa,t,
whips=>whips=>a,whips,a,n,whips,s,mpqa,t,
dramatic=>dramatic=>a,dramatic,a,o,dramatic,s,mpqa,t,
sound=>sound=>a,sound,a,p,sound,w,mpqa,t,
promising=>promising=>a,promising,a,p,promising,s,mpqa,t,
scowl=>scowl=>v,scowl,v,n,scowl,s,mpqa+liu,t,
precise=>precise=>a,precise,a,p,precise,w,mpqa+liu,t,
hardhearted=>hardhearted=>a,hardhearted,a,n,hardhearted,s,mpqa+liu,t,
enthusiast=>enthusiast=>n,enthusiast,n,p,enthusiast,s,mpqa+liu,t,
stormy=>stormy=>a,stormy,a,n,stormy,w,mpqa+liu,t,
impunity=>impunity=>n,impunity,n,n,impunity,w,mpqa+liu,t,
incredulous=>incredulous=>a,incredulous,a,n,incredulous,s,mpqa+liu,t,
enthusiasm=>enthusiasm=>n,enthusiasm,n,p,enthusiasm,s,mpqa+liu,t,
exaggeration=>exaggeration=>n,exaggeration,n,n,exaggeration,s,mpqa+liu,t,
hostage=>hostage=>n,hostage,n,n,hostage,w,mpqa+liu,t,
unimportant=>unimportant=>a,unimportant,a,n,unimportant,s,mpqa+liu,t,
gibber=>gibber=>v,gibber,v,n,gibber,s,mpqa+liu,t,
gem=>gem=>n,gem,n,p,gem,w,mpqa+liu,t,
kook=>kook=>n,kook,n,n,kook,s,mpqa+liu,t,
accusation=>accusation=>n,accusation,n,n,accusation,s,mpqa+liu+afinn,t,
honesty=>honesty=>n,honesty,n,p,honesty,s,mpqa+liu,t,
fatefully=>fatefully=>r,fatefully,r,n,fatefully,s,mpqa+liu,t,
stigma=>stigma=>n,stigma,n,n,stigma,s,mpqa+liu,t,
dissidence=>dissidence=>n,dissidence,n,n,dissidence,s,mpqa+liu,t,
fulminate=>fulminate=>v,fulminate,v,n,fulminate,s,mpqa+liu,t,
delirium=>delirium=>n,delirium,n,n,delirium,s,mpqa+liu,t,
huckster=>huckster=>n,huckster,n,n,huckster,s,mpqa+liu+afinn,t,
spank=>spank=>v,spank,v,n,spank,s,mpqa+liu,t,
specifically=>specifically=>o,specifically,r,o,specifically,w,mpqa,t,
mortification=>mortification=>n,mortification,n,n,mortification,s,mpqa+liu,t,
caricature=>caricature=>v,caricature,v,n,caricature,s,mpqa+liu,t,
capable=>capable=>a,capable,a,p,capable,w,mpqa+liu,t,
educated=>educated=>a,educated,a,p,educated,w,mpqa+liu,t,
squash=>squash=>v,squash,v,n,squash,s,mpqa+liu,t,
whips=>whip=>n,whips,n,n,whip,s,mpqa+liu,f,
predicament=>predicament=>n,predicament,n,n,predicament,s,mpqa+liu,t,
invigorate=>invigorate=>v,invigorate,v,p,invigorate,w,mpqa+liu,t,
unorthodoxy=>unorthodoxy=>n,unorthodoxy,n,n,unorthodoxy,s,mpqa+liu,t,
intrude=>intrude=>v,intrude,v,n,intrude,s,mpqa+liu,t,
lethargy=>lethargy=>n,lethargy,n,n,lethargy,w,mpqa+liu+afinn,t,
pressing=>pressing=>a,pressing,a,n,pressing,s,mpqa,t,
pressing=>pressing=>n,pressing,n,n,pressing,s,mpqa,t,
obnoxious=>obnoxious=>a,obnoxious,a,n,obnoxious,s,mpqa,t,
abhors=>abhors=>a,abhors,a,n,abhors,s,mpqa,t,
abhors=>abhors=>n,abhors,n,n,abhors,s,mpqa,t,
harsh=>harsh=>a,harsh,a,n,harsh,s,mpqa,t,
sketchy=>sketchy=>a,sketchy,a,n,sketchy,w,mpqa,t,
heartbreak=>heartbreak=>n,heartbreak,n,n,heartbreak,s,mpqa,t,
arguments=>arguments=>a,arguments,a,n,arguments,w,mpqa,t,
arguments=>argument=>n,arguments,n,n,argument,w,mpqa,f,
drain=>drain=>a,drain,a,n,drain,s,mpqa,t,
slanders=>slanders=>a,slanders,a,n,slanders,s,mpqa,t,
